0
"('KAHVALTILAR KAHVALTILAR','Serpme Kahvaltı (2 Kişilik)','Ezine beyaz peynir, eski kaşar peynir, dil peyniri, taze kaşar peyniri, vişne reçelli lor peyniri, çikolata, tahin & pekmez, kaymak, tahinli ve cevizli bal kabağı reçeli, süzme bal & tereyağı, siyah ve yeşil zeytin, söğüş tabağı, ızgara hellim, ızgara sucuk, sosis, sahanda yumurta, pişi, yumurtalı ekmek, meyve salatası ve 2 kişi için sınırsız çay ile','398.0')"
"('KAHVALTILAR KAHVALTILAR','Panini Tost','Domates ve beyaz peynir ile','93.0')"
"('KAHVALTILAR KAHVALTILAR','Sahanda Sucuk','','87.0')"
"('KAHVALTILAR KAHVALTILAR','Kahvaltı Tabağı','Beyaz peynir, kaşar peyniri, eski kaşar peyniri, dil peyniri, ızgara sucuk, sosis, dana jambon, siyah ve yeşil zeytin, haşlanmış yumurta, bal, tereyağı, çikolata, reçel, pişi, yumurtalı ekmek, domates, salatalık, portakal dilimleri ve 1 kişi için sınırsız çay ile','187.0')"
"('KAHVALTILAR KAHVALTILAR','Meyveli Pankek','Sıcak tavada dört adet pankek, muz, çilek, çikolata ve bal eşliğinde','88.0')"
"('KAHVALTILAR KAHVALTILAR','Menemen','Domates, biber ve yumurta','85.0')"
"('KAHVALTILAR KAHVALTILAR','Sahanda Yumurta','Üç yumurta','53.0')"
"('KAHVALTILAR KAHVALTILAR','Mini Kahvaltı','Beyaz peynir, kaşar peyniri, eski kaşar peyniri, dil peyniri, siyah ve yeşil zeytin, haşlanmış yumurta, bal ve tereyağı, vişneli lor, portakal, domates, salatalık ile','131.0')"
"('KAHVALTILAR KAHVALTILAR','Kaşarlı Tost','','93.0')"
"('KAHVALTILAR KAHVALTILAR','Sucuklu Kaşarlı Tost','','104.0')"
"('KAHVALTILAR KAHVALTILAR','Yengen Tost','Domates, sucuk, kaşar peyniri','104.0')"
"('KAHVALTILAR KAHVALTILAR','Sahanda Sosis','','53.0')"
"('KAHVALTILAR KAHVALTILAR','Omlet','Üç yumurta','83.0')"
"('KAHVALTILAR KAHVALTILAR','Sporcu Omlet','Yumurta beyazı, maydanoz, roka ve lor peyniri','93.0')"
"('KAHVALTILAR KAHVALTILAR','Sosisli Omlet','Üç yumurta, sosis','88.0')"
"('KAHVALTILAR KAHVALTILAR','Mantarlı Omlet','Üç yumurta, mantar','93.0')"
"('KAHVALTILAR KAHVALTILAR','Jambonlu Omlet','Üç yumurta, jambon','93.0')"
"('KAHVALTILAR KAHVALTILAR','Peynirli Omlet','Üç yumurta, kaşar peyniri','93.0')"
"('KAHVALTILAR KAHVALTILAR','Karışık Omlet','Üç yumurta, sucuk, mantar, sosis, jambon, kaşar peyniri','115.0')"
"('KAHVALTILAR KAHVALTILAR','Sosisli Yumurta','Üç yumurta, sosis','72.0')"
"('KAHVALTILAR KAHVALTILAR','Sucuklu Yumurta','Üç yumurta, sucuk','99.0')"
"('KAHVALTILAR KAHVALTILAR','Bal & Kaymak','','88.0')"
"('KAHVALTILAR KAHVALTILAR','Yumurtalı Ekmek','Dört adet yumurtalı ekmek, vişne reçeli, lor peyniri','72.0')"
